loss_combined,acc_global,prec_global,rec_global,mcc_global,auc_global,avg_time_ms,sens_combined,spec_combined,tp_combined,tn_combined,fp_combined,fn_combined,acc_ch,sens_ch,spec_ch,mcc_ch,auc_ch,tp_ch,tn_ch,fp_ch,fn_ch,acc_de,sens_de,spec_de,mcc_de,auc_de,tp_de,tn_de,fp_de,fn_de
0.6005303584039211,0.85,0.926829268292683,0.8085106382978723,0.7067487247970968,0.9264990328820115,330.8511576236924,0.8085106382978723,0.9090909090909091,38,30,3,9,0.8378378378378378,0.7058823529411765,0.95,0.6846807339122728,0.9058823529411764,12,19,1,5,0.8604651162790697,0.8666666666666667,0.8461538461538461,0.6868910334392871,0.9435897435897436,26,11,2,4
