fold,epoch,train_loss_frontal,train_loss_lateral,val_loss_frontal,val_loss_lateral,acc_front,prec_front,recall_front,mcc_front,acc_lat,prec_lat,recall_lat,mcc_lat
3,1,0.7042849589700568,0.643901207838973,0.676309387762468,0.6685936935655363,0.6703296703296703,0.6538461538461539,0.9444444444444444,0.30139814339315507,0.7252747252747253,0.8918918918918919,0.6111111111111112,0.503003003003003
3,1,0.7128911232295102,0.6333627576697363,0.6750296616292262,0.6403870949378381,0.6813186813186813,0.6623376623376623,0.9444444444444444,0.3291091890434819,0.7692307692307693,0.8113207547169812,0.7962962962962963,0.523932381793523
3,2,0.6731060676378746,0.6181161462444149,0.6697947003029205,0.6539607558931623,0.6813186813186813,0.6811594202898551,0.8703703703703703,0.3163865196410472,0.7362637362637363,0.7777777777777778,0.7777777777777778,0.45345345345345345
3,3,0.6602021202649155,0.6097748808664818,0.6652474429581191,0.663636117191105,0.7032967032967034,0.68,0.9444444444444444,0.38167974720887327,0.7252747252747253,0.8918918918918919,0.6111111111111112,0.503003003003003
3,4,0.6476342508237656,0.5934107453855749,0.6594488830356807,0.6253801577693814,0.7252747252747253,0.704225352112676,0.9259259259259259,0.42508042700854126,0.7802197802197802,0.84,0.7777777777777778,0.5543935698392068
3,5,0.6433182010911915,0.5883255651552384,0.6566786490953885,0.6318788397443164,0.7142857142857143,0.7058823529411765,0.8888888888888888,0.39372511933768556,0.7802197802197802,0.925,0.6851851851851852,0.5978530434771812
3,6,0.6436714761877713,0.5825237858785342,0.6597245807176108,0.6305413154455332,0.7032967032967034,0.6901408450704225,0.9074074074074074,0.3710548420116457,0.8021978021978022,0.8913043478260869,0.7592592592592593,0.6131737279662356
3,7,0.6335614272992904,0.5839432709837613,0.6558617301039643,0.6380173190609439,0.7142857142857143,0.7058823529411765,0.8888888888888888,0.39372511933768556,0.7802197802197802,0.9047619047619048,0.7037037037037037,0.5868492234455778
3,8,0.6368978583649413,0.5731447108804363,0.6559448071888515,0.6344443382797661,0.7032967032967034,0.7014925373134329,0.8703703703703703,0.36765853339108656,0.7912087912087912,0.9487179487179487,0.6851851851851852,0.6264456087861372
3,9,0.6345031480266623,0.5720587704279652,0.6512374576631483,0.6276100860847221,0.7252747252747253,0.7164179104477612,0.8888888888888888,0.41842776941322446,0.8131868131868132,0.8627450980392157,0.8148148148148148,0.6191518677269896
3,10,0.6316179340832854,0.5634365816638894,0.6589362503408076,0.6472636448158012,0.7142857142857143,0.7,0.9074074074074074,0.3961989907949964,0.7692307692307693,0.8666666666666667,0.7222222222222222,0.550233682112444
3,11,0.6169418547251453,0.5604494726821168,0.6414411984957181,0.6288331229608137,0.7362637362637363,0.7272727272727273,0.8888888888888888,0.44280889340630464,0.8021978021978022,0.8913043478260869,0.7592592592592593,0.6131737279662356
3,12,0.6196327075566331,0.5567235482882147,0.6475406976846548,0.6375359702896286,0.7472527472527473,0.7384615384615385,0.8888888888888888,0.4669239959758098,0.8021978021978022,0.9090909090909091,0.7407407407407407,0.621833428024521
3,13,0.6176795792906251,0.5527730445339255,0.6456129511634072,0.6195768936649784,0.7692307692307693,0.746268656716418,0.9259259259259259,0.5199662414575003,0.8351648351648352,0.9333333333333333,0.7777777777777778,0.6844729986599839
3,14,0.6183195203950961,0.546513344980266,0.6436134930495377,0.6596513809738579,0.7472527472527473,0.7384615384615385,0.8888888888888888,0.4669239959758098,0.7362637362637363,0.9166666666666666,0.6111111111111112,0.5324338066706119
3,15,0.598978502456456,0.5613462840041069,0.6282673065478985,0.642432988344968,0.7912087912087912,0.7777777777777778,0.9074074074074074,0.5630253574295426,0.7912087912087912,0.9069767441860465,0.7222222222222222,0.6042156561338483
3,16,0.5972572264606005,0.5441461605568455,0.6426724018631401,0.6316257289477757,0.7582417582417582,0.7424242424242424,0.9074074074074074,0.492927810446073,0.7912087912087912,0.8571428571428571,0.7777777777777778,0.5799451149344533
3,17,0.5878240181975168,0.5484171929424756,0.6329476866093311,0.6084194543597462,0.7692307692307693,0.7619047619047619,0.8888888888888888,0.5145529756640853,0.8461538461538461,0.9347826086956522,0.7962962962962963,0.7026666056645955
3,18,0.5847428725190359,0.5489096607247445,0.6430510184267065,0.6310043243261484,0.7472527472527473,0.7384615384615385,0.8888888888888888,0.4669239959758098,0.8131868131868132,0.8490566037735849,0.8333333333333334,0.6146609198395945
3,19,0.579679297584377,0.5376300837895641,0.6396987300652724,0.6251130660811623,0.7582417582417582,0.75,0.8888888888888888,0.4908233635850147,0.8241758241758241,0.8958333333333334,0.7962962962962963,0.6505043861066125
3,20,0.5741585509417808,0.5341747187588313,0.6383502909115383,0.6396896760542314,0.7472527472527473,0.7719298245614035,0.8148148148148148,0.47058313470667956,0.8131868131868132,0.9111111111111111,0.7592592592592593,0.6397265598108038
