fold,epoch,train_loss_frontal,train_loss_lateral,val_loss_frontal,val_loss_lateral,acc_front,prec_front,recall_front,mcc_front,acc_lat,prec_lat,recall_lat,mcc_lat
5,1,0.7670044657062082,0.7017542551545536,0.7262181213923863,0.7541957852386293,0.5476190476190477,0.5588235294117647,0.8260869565217391,0.046408209410184934,0.5238095238095238,0.5789473684210527,0.4782608695652174,0.057208237986270026
5,2,0.7212010576444514,0.6420427613398608,0.704317684684481,0.7096135914325714,0.3333333333333333,0.4,0.43478260869565216,-0.3596636229289332,0.5476190476190477,0.5833333333333334,0.6086956521739131,0.08285522649991613
5,3,0.7009271134348477,0.6549048672704135,0.7021278597059704,0.6707137269633157,0.5,0.625,0.21739130434782608,0.07541334029155052,0.6666666666666666,0.7142857142857143,0.6521739130434783,0.3348554112644579
5,4,0.6864232105367324,0.6316755799686208,0.7180103432564509,0.6794801028001876,0.47619047619047616,0.6,0.13043478260869565,0.038687093444821644,0.6190476190476191,0.6296296296296297,0.7391304347826086,0.22106231741762167
5,5,0.6906549190773683,0.6292479473001816,0.7165525484652746,0.6806745713665372,0.40476190476190477,0.375,0.13043478260869565,-0.1682297591119204,0.6428571428571429,0.6428571428571429,0.782608695652174,0.27060403659669535
5,6,0.6716389305451337,0.6120673316366533,0.7055101919741857,0.6817621503557477,0.42857142857142855,0.42857142857142855,0.13043478260869565,-0.10696563746013953,0.6666666666666666,0.68,0.7391304347826086,0.32253705540078526
5,7,0.6759516204104704,0.6172789159943076,0.7047813023839679,0.6615627152579171,0.4523809523809524,0.5,0.13043478260869565,-0.03905832834322535,0.7142857142857143,0.72,0.782608695652174,0.4199942951621736
5,8,0.6679187841275159,0.5949421482927659,0.6972262249106452,0.6790886961278462,0.4523809523809524,0.5,0.08695652173913043,-0.031040411822083606,0.6904761904761905,0.7083333333333334,0.7391304347826086,0.37284851924962253
5,9,0.6657427023438847,0.5924776554107666,0.6951293775013515,0.6851168416795277,0.5238095238095238,0.7142857142857143,0.21739130434782608,0.14975189244419534,0.6904761904761905,0.75,0.6521739130434783,0.3876875590429165
5,10,0.6603867166182574,0.5917243519250084,0.6810764698755174,0.6653775416669392,0.5,0.6666666666666666,0.17391304347826086,0.09764582085806336,0.6904761904761905,0.75,0.6521739130434783,0.3876875590429165
5,11,0.6648055588497835,0.5774075332809897,0.7057258571897235,0.6665472884972891,0.4523809523809524,0.5,0.13043478260869565,-0.03905832834322535,0.7142857142857143,0.72,0.782608695652174,0.4199942951621736
5,12,0.653629801904454,0.5695164543740889,0.6918795506159464,0.6782069106896719,0.5,0.625,0.21739130434782608,0.07541334029155052,0.6904761904761905,0.75,0.6521739130434783,0.3876875590429165
5,13,0.6704171198255876,0.5780876952059129,0.6926426915895372,0.6755128531228929,0.5238095238095238,0.8,0.17391304347826086,0.18640145023414065,0.6904761904761905,0.7083333333333334,0.7391304347826086,0.37284851924962253
5,14,0.650560294529971,0.5802129500052509,0.6934747710114434,0.6784161414418902,0.47619047619047616,0.5714285714285714,0.17391304347826086,0.021393127492027906,0.6904761904761905,0.7272727272727273,0.6956521739130435,0.378565498830142
5,15,0.6475657687467687,0.5606482912512386,0.691753972144354,0.6829636536893391,0.5952380952380952,0.8,0.34782608695652173,0.28345893926936977,0.6904761904761905,0.7272727272727273,0.6956521739130435,0.378565498830142
5,16,0.6617317760691923,0.5601342706119313,0.7131820306891486,0.6839272805622646,0.47619047619047616,0.5714285714285714,0.17391304347826086,0.021393127492027906,0.7380952380952381,0.7142857142857143,0.8695652173913043,0.4735570640442169
5,17,0.6442979328772601,0.567844060939901,0.7003956394536155,0.6758564412593842,0.4523809523809524,0.5,0.30434782608695654,-0.06765100914917384,0.7142857142857143,0.72,0.782608695652174,0.4199942951621736
5,18,0.6442044114365297,0.5686167313772089,0.6799472357545581,0.6726153535502297,0.5952380952380952,0.8,0.34782608695652173,0.28345893926936977,0.7142857142857143,0.72,0.782608695652174,0.4199942951621736
5,19,0.6369673707905937,0.5538942182765287,0.6688868247327351,0.6868430347669692,0.5714285714285714,0.7777777777777778,0.30434782608695654,0.24149064389042033,0.7142857142857143,0.8666666666666667,0.5652173913043478,0.47777984732195655
5,20,0.6462369645343108,0.5464677407461054,0.6843866194997515,0.7003039873781658,0.5,0.6666666666666666,0.17391304347826086,0.09764582085806336,0.6428571428571429,0.7,0.6086956521739131,0.2919059268087842
