loss_combined,acc,prec,rec,mcc,auc,avg_time_ms,sens_combined,spec_combined,tp_combined,tn_combined,fp_combined,fn_combined
0.6423908794248426,0.6756756756756757,1.0,0.29411764705882354,0.4287464628562721,0.8794117647058823,397.2220939703638,0.29411764705882354,1.0,5,20,0,12
